timestamp,lane,arrival_rate,queue_length,waiting_time,phase_state,hour,tod_factor,throughput,delay
230,0,0.0,0,1.48,0,0,0.3,0.0,1.48
230,1,0.0,0,0.38,0,0,0.3,0.0,0.38
230,2,0.0414,0,0.38,0,0,0.3,0.0,0.38
230,3,0.2005,7,20.96,1,0,0.3,4.8999999999999995,2.62
240,0,0.0894,2,3.37,1,0,0.3,1.4,1.1233333333333333
240,1,0.0,0,1.63,0,0,0.3,0.0,1.63
240,2,0.2752,2,4.5,0,0,0.3,2.0,1.5
240,3,0.2854,0,1.08,0,0,0.3,0.0,1.08
250,0,0.0186,0,0.0,1,0,0.3,0.0,0.0
250,1,0.0852,0,2.9,0,0,0.3,0.0,2.9
250,2,0.1025,1,0.51,0,0,0.3,1.0,0.255
250,3,0.1988,2,6.46,0,0,0.3,2.0,2.1533333333333333
260,0,0.0712,0,0.0,1,0,0.3,0.0,0.0
260,1,0.0275,0,4.11,0,0,0.3,0.0,4.11
260,2,0.2151,1,1.45,0,0,0.3,1.0,0.725
260,3,0.3118,3,6.18,0,0,0.3,3.0,1.545
270,0,0.0,0,2.43,0,0,0.3,0.0,2.43
270,1,0.0,0,0.0,1,0,0.3,0.0,0.0
270,2,0.1005,0,0.96,0,0,0.3,0.0,0.96
270,3,0.0,0,0.54,0,0,0.3,0.0,0.54
280,0,0.0002,0,4.77,0,0,0.3,0.0,4.77
280,1,0.0277,1,5.19,1,0,0.3,0.7,2.595
280,2,0.0221,0,3.0,0,0,0.3,0.0,3.0
280,3,0.1272,1,0.0,0,0,0.3,1.0,0.0
290,0,0.0,0,0.0,0,0,0.3,0.0,0.0
290,1,0.0209,0,0.0,1,0,0.3,0.0,0.0
290,2,0.0743,1,1.81,0,0,0.3,1.0,0.905
290,3,0.0169,0,0.0,0,0,0.3,0.0,0.0
300,0,0.0,0,1.37,0,0,0.3,0.0,1.37
300,1,0.1134,0,0.0,0,0,0.3,0.0,0.0
300,2,0.1626,1,1.55,1,0,0.3,0.7,0.775
300,3,0.2115,1,2.4,0,0,0.3,1.0,1.2
310,0,0.0417,0,0.0,0,0,0.3,0.0,0.0
310,1,0.0645,1,3.37,0,0,0.3,1.0,1.685
310,2,0.0919,2,5.56,1,0,0.3,1.4,1.8533333333333333
310,3,0.1572,2,7.88,0,0,0.3,2.0,2.6266666666666665
320,0,0.0934,0,0.68,0,0,0.3,0.0,0.68
320,1,0.0321,0,3.36,0,0,0.3,0.0,3.36
320,2,0.2843,3,10.49,1,0,0.3,2.0999999999999996,2.6225
320,3,0.0,0,0.0,0,0,0.3,0.0,0.0
330,0,0.1761,4,4.0,0,0,0.3,4.0,0.8
330,1,0.029,1,5.11,0,0,0.3,1.0,2.555
330,2,0.0203,0,0.69,0,0,0.3,0.0,0.69
330,3,0.1701,3,7.96,1,0,0.3,2.0999999999999996,1.99
340,0,0.1185,1,2.92,0,0,0.3,1.0,1.46
340,1,0.0727,1,0.0,0,0,0.3,1.0,0.0
340,2,0.2004,3,10.78,0,0,0.3,3.0,2.695
340,3,0.0,0,0.0,1,0,0.3,0.0,0.0
350,0,0.0481,0,0.0,0,0,0.3,0.0,0.0
350,1,0.1812,3,10.77,0,0,0.3,3.0,2.6925
350,2,0.1086,2,5.44,0,0,0.3,2.0,1.8133333333333335
350,3,0.0365,0,1.33,1,0,0.3,0.0,1.33
360,0,0.0,0,0.17,1,0,0.3,0.0,0.17
360,1,0.2342,2,4.85,0,0,0.3,2.0,1.6166666666666665
360,2,0.0665,1,1.75,0,0,0.3,1.0,0.875
360,3,0.0513,5,11.71,0,0,0.3,5.0,1.9516666666666669
370,0,0.0,0,0.0,1,0,0.3,0.0,0.0
370,1,0.0973,0,2.1,0,0,0.3,0.0,2.1
370,2,0.0,0,0.0,0,0,0.3,0.0,0.0
370,3,0.0741,1,7.97,0,0,0.3,1.0,3.985
380,0,0.1222,0,0.0,1,0,0.3,0.0,0.0
380,1,0.0952,0,2.32,0,0,0.3,0.0,2.32
380,2,0.1899,1,1.48,0,0,0.3,1.0,0.74
380,3,0.1329,2,6.48,0,0,0.3,2.0,2.16
390,0,0.087,0,2.33,0,0,0.3,0.0,2.33
390,1,0.1927,1,4.01,1,0,0.3,0.7,2.005
390,2,0.0406,0,2.4,0,0,0.3,0.0,2.4
390,3,0.0215,0,0.77,0,0,0.3,0.0,0.77
400,0,0.0548,0,0.0,0,0,0.3,0.0,0.0
400,1,0.0796,2,10.2,1,0,0.3,1.4,3.4
400,2,0.0888,1,3.47,0,0,0.3,1.0,1.735
400,3,0.0505,0,0.0,0,0,0.3,0.0,0.0
410,0,0.0705,0,2.21,0,0,0.3,0.0,2.21
410,1,0.0,0,0.93,1,0,0.3,0.0,0.93
410,2,0.0894,2,5.91,0,0,0.3,2.0,1.97
410,3,0.0646,1,5.21,0,0,0.3,1.0,2.605
420,0,0.1305,1,3.54,0,0,0.3,1.0,1.77
420,1,0.2625,3,6.12,0,0,0.3,3.0,1.53
420,2,0.0532,1,5.2,1,0,0.3,0.7,2.6
420,3,0.029,0,0.1,0,0,0.3,0.0,0.1
430,0,0.0403,0,0.63,0,0,0.3,0.0,0.63
430,1,0.0806,2,4.27,0,0,0.3,2.0,1.4233333333333331
430,2,0.1524,2,5.0,1,0,0.3,1.4,1.6666666666666667
430,3,0.1298,2,7.12,0,0,0.3,2.0,2.3733333333333335
440,0,0.0281,0,1.09,0,0,0.3,0.0,1.09
440,1,0.1296,3,10.87,0,0,0.3,3.0,2.7175
440,2,0.1831,1,5.43,1,0,0.3,0.7,2.715
440,3,0.3342,1,3.25,0,0,0.3,1.0,1.625
450,0,0.1466,1,0.0,0,0,0.3,1.0,0.0
450,1,0.0532,0,0.0,0,0,0.3,0.0,0.0
450,2,0.2889,2,6.61,0,0,0.3,2.0,2.2033333333333336
450,3,0.0,0,0.0,1,0,0.3,0.0,0.0
460,0,0.038,1,6.43,0,0,0.3,1.0,3.215
460,1,0.029,1,3.88,0,0,0.3,1.0,1.94
460,2,0.04,0,0.0,0,0,0.3,0.0,0.0
460,3,0.1718,3,11.4,1,0,0.3,2.0999999999999996,2.85
470,0,0.3301,2,3.27,0,0,0.3,2.0,1.09
470,1,0.0183,0,3.54,0,0,0.3,0.0,3.54
470,2,0.0074,0,0.0,0,0,0.3,0.0,0.0
470,3,0.2366,2,6.58,1,0,0.3,1.4,2.1933333333333334
480,0,0.2166,1,2.05,1,0,0.3,0.7,1.025
480,1,0.0418,0,2.06,0,0,0.3,0.0,2.06
480,2,0.1494,0,1.4,0,0,0.3,0.0,1.4
480,3,0.0605,2,3.38,0,0,0.3,2.0,1.1266666666666667
490,0,0.0218,0,4.91,1,0,0.3,0.0,4.91
490,1,0.2028,0,0.0,0,0,0.3,0.0,0.0
490,2,0.0,0,0.0,0,0,0.3,0.0,0.0
490,3,0.0467,0,0.0,0,0,0.3,0.0,0.0
500,0,0.1191,0,0.0,1,0,0.3,0.0,0.0
500,1,0.0878,0,3.06,0,0,0.3,0.0,3.06
500,2,0.0324,0,3.92,0,0,0.3,0.0,3.92
500,3,0.0,0,0.0,0,0,0.3,0.0,0.0
510,0,0.0,0,0.0,0,0,0.3,0.0,0.0
510,1,0.0692,0,4.56,1,0,0.3,0.0,4.56
510,2,0.0932,0,0.0,0,0,0.3,0.0,0.0
510,3,0.0,0,0.0,0,0,0.3,0.0,0.0
520,0,0.074,2,6.18,0,0,0.3,2.0,2.06
520,1,0.1613,3,9.47,1,0,0.3,2.0999999999999996,2.3675
520,2,0.2722,3,8.14,0,0,0.3,3.0,2.035
520,3,0.082,1,4.61,0,0,0.3,1.0,2.305
530,0,0.1416,2,8.29,0,0,0.3,2.0,2.763333333333333
530,1,0.1082,1,2.29,1,0,0.3,0.7,1.145
530,2,0.005,0,1.59,0,0,0.3,0.0,1.59
530,3,0.1889,3,12.59,0,0,0.3,3.0,3.1475
540,0,0.1571,2,6.43,0,0,0.3,2.0,2.143333333333333
540,1,0.1275,3,5.04,0,0,0.3,3.0,1.26
540,2,0.0246,0,0.34,1,0,0.3,0.0,0.34
540,3,0.045,0,1.69,0,0,0.3,0.0,1.69
550,0,0.4583,4,15.62,0,0,0.3,4.0,3.1239999999999997
550,1,0.0,0,2.47,0,0,0.3,0.0,2.47
550,2,0.2138,1,4.4,1,0,0.3,0.7,2.2
550,3,0.1724,0,0.0,0,0,0.3,0.0,0.0
560,0,0.0885,1,3.5,0,0,0.3,1.0,1.75
560,1,0.0288,0,1.48,0,0,0.3,0.0,1.48
560,2,0.0,0,0.54,1,0,0.3,0.0,0.54
560,3,0.1652,0,5.42,0,0,0.3,0.0,5.42
570,0,0.1112,1,0.77,0,0,0.3,1.0,0.385
570,1,0.1272,1,3.25,0,0,0.3,1.0,1.625
570,2,0.1793,0,3.83,0,0,0.3,0.0,3.83
570,3,0.0087,0,0.0,1,0,0.3,0.0,0.0
580,0,0.1937,2,2.18,0,0,0.3,2.0,0.7266666666666667
580,1,0.0787,5,18.56,0,0,0.3,5.0,3.0933333333333333
580,2,0.0615,2,4.95,0,0,0.3,2.0,1.6500000000000001
580,3,0.0555,0,0.67,1,0,0.3,0.0,0.67
590,0,0.1495,1,0.0,0,0,0.3,1.0,0.0
590,1,0.3305,4,6.55,0,0,0.3,4.0,1.31
590,2,0.0589,1,4.09,0,0,0.3,1.0,2.045
590,3,0.2716,3,8.19,1,0,0.3,2.0999999999999996,2.0475
600,0,0.038,1,4.76,1,0,0.3,0.7,2.38
600,1,0.1164,1,4.8,0,0,0.3,1.0,2.4
600,2,0.2612,1,2.63,0,0,0.3,1.0,1.315
600,3,0.0,0,2.24,0,0,0.3,0.0,2.24
610,0,0.0759,1,3.67,1,0,0.3,0.7,1.835
610,1,0.2597,2,6.9,0,0,0.3,2.0,2.3000000000000003
610,2,0.3886,7,19.92,0,0,0.3,7.0,2.49
610,3,0.0,0,0.0,0,0,0.3,0.0,0.0
620,0,0.171,1,2.99,1,0,0.3,0.7,1.495
620,1,0.1987,2,5.58,0,0,0.3,2.0,1.86
620,2,0.0528,1,0.0,0,0,0.3,1.0,0.0
620,3,0.0348,0,0.0,0,0,0.3,0.0,0.0
630,0,0.0775,1,4.79,0,0,0.3,1.0,2.395
630,1,0.1807,1,1.52,1,0,0.3,0.7,0.76
630,2,0.0,0,4.0,0,0,0.3,0.0,4.0
630,3,0.006,0,0.0,0,0,0.3,0.0,0.0
640,0,0.0434,1,0.0,0,0,0.3,1.0,0.0
640,1,0.1913,2,0.0,1,0,0.3,1.4,0.0
640,2,0.1493,3,7.69,0,0,0.3,3.0,1.9225
640,3,0.3719,5,15.67,0,0,0.3,5.0,2.611666666666667
650,0,0.2698,1,0.48,0,0,0.3,1.0,0.24
650,1,0.0,0,0.0,1,0,0.3,0.0,0.0
650,2,0.0715,0,0.28,0,0,0.3,0.0,0.28
650,3,0.0943,0,0.0,0,0,0.3,0.0,0.0
660,0,0.0803,0,0.0,0,0,0.3,0.0,0.0
660,1,0.0825,1,3.57,0,0,0.3,1.0,1.785
660,2,0.1397,2,1.73,1,0,0.3,1.4,0.5766666666666667
660,3,0.1342,0,0.0,0,0,0.3,0.0,0.0
670,0,0.1059,2,5.49,0,0,0.3,2.0,1.83
670,1,0.0154,0,2.53,0,0,0.3,0.0,2.53
670,2,0.0134,0,0.39,1,0,0.3,0.0,0.39
670,3,0.1584,1,2.29,0,0,0.3,1.0,1.145
680,0,0.1462,0,0.65,0,0,0.3,0.0,0.65
680,1,0.0372,0,2.35,0,0,0.3,0.0,2.35
680,2,0.1512,0,0.0,1,0,0.3,0.0,0.0
680,3,0.0819,0,2.17,0,0,0.3,0.0,2.17
690,0,0.2155,5,5.99,0,0,0.3,5.0,0.9983333333333334
690,1,0.0502,0,0.0,0,0,0.3,0.0,0.0
690,2,0.187,3,6.94,0,0,0.3,3.0,1.735
690,3,0.0723,1,6.69,1,0,0.3,0.7,3.345
700,0,0.229,3,4.17,0,0,0.3,3.0,1.0425
700,1,0.1177,1,3.74,0,0,0.3,1.0,1.87
700,2,0.0894,0,0.0,0,0,0.3,0.0,0.0
700,3,0.0156,0,0.5,1,0,0.3,0.0,0.5
710,0,0.1785,0,0.0,0,0,0.3,0.0,0.0
710,1,0.0332,0,0.0,0,0,0.3,0.0,0.0
710,2,0.0,0,0.0,0,0,0.3,0.0,0.0
710,3,0.144,2,5.77,1,0,0.3,1.4,1.9233333333333331
720,0,0.0,0,0.0,1,0,0.3,0.0,0.0
720,1,0.0853,3,3.09,0,0,0.3,3.0,0.7725
720,2,0.0,0,3.85,0,0,0.3,0.0,3.85
720,3,0.0128,0,0.15,0,0,0.3,0.0,0.15
730,0,0.1519,3,4.36,1,0,0.3,2.0999999999999996,1.09
730,1,0.0,0,0.0,0,0,0.3,0.0,0.0
730,2,0.093,0,0.0,0,0,0.3,0.0,0.0
730,3,0.0425,0,0.0,0,0,0.3,0.0,0.0
740,0,0.0979,1,6.31,1,0,0.3,0.7,3.155
740,1,0.0178,0,0.0,0,0,0.3,0.0,0.0
740,2,0.2054,2,2.28,0,0,0.3,2.0,0.7599999999999999
740,3,0.216,3,8.77,0,0,0.3,3.0,2.1925
750,0,0.0264,0,0.19,0,0,0.3,0.0,0.19
750,1,0.0,0,2.43,1,0,0.3,0.0,2.43
750,2,0.0184,0,0.0,0,0,0.3,0.0,0.0
750,3,0.0138,0,0.0,0,0,0.3,0.0,0.0
760,0,0.0237,1,3.95,0,0,0.3,1.0,1.975
760,1,0.0724,1,3.76,1,0,0.3,0.7,1.88
760,2,0.1149,1,2.2,0,0,0.3,1.0,1.1
760,3,0.0039,2,1.98,0,0,0.3,2.0,0.66
770,0,0.157,2,8.32,0,0,0.3,2.0,2.7733333333333334
770,1,0.2368,3,8.76,1,0,0.3,2.0999999999999996,2.19
770,2,0.0298,0,1.76,0,0,0.3,0.0,1.76
770,3,0.1234,0,0.0,0,0,0.3,0.0,0.0
780,0,0.038,0,0.0,0,0,0.3,0.0,0.0
780,1,0.041,0,2.09,0,0,0.3,0.0,2.09
780,2,0.0,0,0.0,1,0,0.3,0.0,0.0
780,3,0.0547,1,3.3,0,0,0.3,1.0,1.65
790,0,0.201,1,0.92,0,0,0.3,1.0,0.46
790,1,0.0383,0,2.85,0,0,0.3,0.0,2.85
790,2,0.1438,2,5.73,1,0,0.3,1.4,1.9100000000000001
790,3,0.0484,1,0.19,0,0,0.3,1.0,0.095
800,0,0.1239,0,0.0,0,0,0.3,0.0,0.0
800,1,0.0465,2,7.39,0,0,0.3,2.0,2.4633333333333334
800,2,0.0984,0,0.0,1,0,0.3,0.0,0.0
800,3,0.2214,1,6.01,0,0,0.3,1.0,3.005
810,0,0.3951,3,6.13,0,0,0.3,3.0,1.5325
810,1,0.044,0,0.0,0,0,0.3,0.0,0.0
810,2,0.0429,0,0.0,0,0,0.3,0.0,0.0
810,3,0.0,0,0.0,1,0,0.3,0.0,0.0
820,0,0.1456,2,2.1,0,0,0.3,2.0,0.7000000000000001
820,1,0.0,0,0.0,0,0,0.3,0.0,0.0
820,2,0.1283,1,1.03,0,0,0.3,1.0,0.515
820,3,0.0,0,0.0,1,0,0.3,0.0,0.0
830,0,0.2206,2,2.29,0,0,0.3,2.0,0.7633333333333333
830,1,0.0132,0,1.59,0,0,0.3,0.0,1.59
830,2,0.0191,0,0.0,0,0,0.3,0.0,0.0
830,3,0.0282,0,0.98,1,0,0.3,0.0,0.98
840,0,0.0,0,0.0,1,0,0.3,0.0,0.0
840,1,0.0589,0,0.0,0,0,0.3,0.0,0.0
840,2,0.0267,1,3.18,0,0,0.3,1.0,1.59
840,3,0.0239,0,4.43,0,0,0.3,0.0,4.43
850,0,0.0,0,0.5,1,0,0.3,0.0,0.5
850,1,0.1037,0,2.38,0,0,0.3,0.0,2.38
850,2,0.0,0,1.32,0,0,0.3,0.0,1.32
850,3,0.0328,0,1.16,0,0,0.3,0.0,1.16
860,0,0.148,2,4.35,1,0,0.3,1.4,1.45
860,1,0.0,0,0.0,0,0,0.3,0.0,0.0
860,2,0.1417,1,3.95,0,0,0.3,1.0,1.975
860,3,0.0912,1,3.71,0,0,0.3,1.0,1.855
870,0,0.0,0,0.0,0,0,0.3,0.0,0.0
870,1,0.1727,2,7.79,1,0,0.3,1.4,2.5966666666666667
870,2,0.0459,2,4.37,0,0,0.3,2.0,1.4566666666666668
870,3,0.226,2,6.0,0,0,0.3,2.0,2.0
880,0,0.0145,0,0.0,0,0,0.3,0.0,0.0
880,1,0.0381,0,0.11,1,0,0.3,0.0,0.11
880,2,0.0356,0,0.0,0,0,0.3,0.0,0.0
880,3,0.1939,3,10.69,0,0,0.3,3.0,2.6725
890,0,0.1374,3,7.85,0,0,0.3,3.0,1.9625
890,1,0.0,0,0.0,1,0,0.3,0.0,0.0
890,2,0.1721,1,2.97,0,0,0.3,1.0,1.485
890,3,0.0498,0,0.0,0,0,0.3,0.0,0.0
900,0,0.2582,3,7.77,0,0,0.3,3.0,1.9425
900,1,0.1132,1,4.67,0,0,0.3,1.0,2.335
900,2,0.1274,3,10.14,1,0,0.3,2.0999999999999996,2.535
900,3,0.2626,2,4.38,0,0,0.3,2.0,1.46
910,0,0.0,0,0.0,0,0,0.3,0.0,0.0
910,1,0.011,0,0.0,0,0,0.3,0.0,0.0
910,2,0.1781,2,4.17,1,0,0.3,1.4,1.39
910,3,0.086,2,0.15,0,0,0.3,2.0,0.049999999999999996
920,0,0.0307,0,0.0,0,0,0.3,0.0,0.0
920,1,0.061,0,1.02,0,0,0.3,0.0,1.02
920,2,0.0,0,0.47,1,0,0.3,0.0,0.47
920,3,0.0,0,0.03,0,0,0.3,0.0,0.03
930,0,0.0,0,1.1,0,0,0.3,0.0,1.1
930,1,0.0059,0,0.35,0,0,0.3,0.0,0.35
930,2,0.0076,0,0.0,0,0,0.3,0.0,0.0
930,3,0.2401,5,7.37,1,0,0.3,3.5,1.2283333333333333
940,0,0.1167,1,2.93,0,0,0.3,1.0,1.465
940,1,0.0079,0,0.19,0,0,0.3,0.0,0.19
940,2,0.0397,2,6.94,0,0,0.3,2.0,2.3133333333333335
940,3,0.1727,1,5.51,1,0,0.3,0.7,2.755
950,0,0.0,0,0.0,0,0,0.3,0.0,0.0
950,1,0.0272,1,4.91,0,0,0.3,1.0,2.455
950,2,0.0,0,0.0,0,0,0.3,0.0,0.0
950,3,0.0601,2,7.5,1,0,0.3,1.4,2.5
960,0,0.0415,0,1.1,1,0,0.3,0.0,1.1
960,1,0.1521,0,1.58,0,0,0.3,0.0,1.58
960,2,0.0,0,0.0,0,0,0.3,0.0,0.0
960,3,0.0,0,1.82,0,0,0.3,0.0,1.82
970,0,0.0,0,3.77,1,0,0.3,0.0,3.77
970,1,0.0,0,0.03,0,0,0.3,0.0,0.03
970,2,0.1005,1,8.23,0,0,0.3,1.0,4.115
970,3,0.0,0,2.28,0,0,0.3,0.0,2.28
980,0,0.1,1,2.16,1,0,0.3,0.7,1.08
980,1,0.0,0,0.0,0,0,0.3,0.0,0.0
980,2,0.0,0,0.0,0,0,0.3,0.0,0.0
980,3,0.089,1,4.14,0,0,0.3,1.0,2.07
990,0,0.0207,0,0.0,0,0,0.3,0.0,0.0
990,1,0.2208,2,4.55,1,0,0.3,1.4,1.5166666666666666
990,2,0.1121,2,4.67,0,0,0.3,2.0,1.5566666666666666
990,3,0.1143,0,0.17,0,0,0.3,0.0,0.17
1000,0,0.3588,3,6.82,0,0,0.3,3.0,1.705
1000,1,0.0064,0,3.0,1,0,0.3,0.0,3.0
1000,2,0.1279,4,12.21,0,0,0.3,4.0,2.442
1000,3,0.1368,3,11.11,0,0,0.3,3.0,2.7775
1010,0,0.0031,0,0.0,0,0,0.3,0.0,0.0
1010,1,0.0319,0,0.0,1,0,0.3,0.0,0.0
1010,2,0.0,0,0.0,0,0,0.3,0.0,0.0
1010,3,0.3085,6,16.42,0,0,0.3,6.0,2.345714285714286
1020,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1020,1,0.0224,0,1.18,0,0,0.3,0.0,1.18
1020,2,0.3291,5,10.21,1,0,0.3,3.5,1.7016666666666669
1020,3,0.1779,0,0.0,0,0,0.3,0.0,0.0
1030,0,0.3623,6,13.65,0,0,0.3,6.0,1.95
1030,1,0.0785,0,0.0,0,0,0.3,0.0,0.0
1030,2,0.0,0,0.0,1,0,0.3,0.0,0.0
1030,3,0.0265,1,1.06,0,0,0.3,1.0,0.53
1040,0,0.0884,3,7.73,0,0,0.3,3.0,1.9325
1040,1,0.1379,3,5.98,0,0,0.3,3.0,1.495
1040,2,0.0469,1,0.0,1,0,0.3,0.7,0.0
1040,3,0.0,0,0.0,0,0,0.3,0.0,0.0
1050,0,0.0,0,0.0,0,0,0.3,0.0,0.0
1050,1,0.0971,2,8.74,0,0,0.3,2.0,2.9133333333333336
1050,2,0.3253,3,9.92,0,0,0.3,3.0,2.48
1050,3,0.1936,0,0.21,1,0,0.3,0.0,0.21
1060,0,0.1933,1,4.07,0,0,0.3,1.0,2.035
1060,1,0.0767,0,4.42,0,0,0.3,0.0,4.42
1060,2,0.0,0,2.46,0,0,0.3,0.0,2.46
1060,3,0.0137,0,2.44,1,0,0.3,0.0,2.44
1070,0,0.2807,3,5.68,0,0,0.3,3.0,1.42
1070,1,0.2195,6,22.47,0,0,0.3,6.0,3.21
1070,2,0.1637,1,4.78,0,0,0.3,1.0,2.39
1070,3,0.0694,0,0.29,1,0,0.3,0.0,0.29
1080,0,0.1791,1,3.78,1,0,0.3,0.7,1.89
1080,1,0.1665,3,9.62,0,0,0.3,3.0,2.405
1080,2,0.0774,0,0.0,0,0,0.3,0.0,0.0
1080,3,0.1332,1,4.86,0,0,0.3,1.0,2.43
1090,0,0.171,3,9.19,1,0,0.3,2.0999999999999996,2.2975
1090,1,0.0,0,4.55,0,0,0.3,0.0,4.55
1090,2,0.0752,2,3.22,0,0,0.3,2.0,1.0733333333333335
